title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
The Brothers Grimsby,2016,2016-03-11,6874837,21104203,27979040,35000000,-7020960,-0.2005988571,37,137,Comedy,83,Louis Leterrier,Sacha Baron Cohen Mark Strong Isla Fisher Rebel Wilson Gabourey Sidibe,0,C,well_known,6.963350785,0,1,0,0,1,sacha baron cohen mark strong isla fisher rebel wilson gabourey sidibe
The Light Between Oceans,2016,2016-09-02,12545979,13429642,25975621,20000000,5975621,0.29878105,61,231,"Drama, Romance",133,Derek Cianfrance,Alicia Vikander Michael Fassbender Rachel Weisz Florence Clery Caren Pistorius,0,C,well_known,5.130890052,0,1,0,0,1,alicia vikander michael fassbender rachel weisz florence clery caren pistorius
Race,2016,2016-02-19,19206207,5864054,25070261,5000000,20070261,4.0140522,62,156,Drama,134,Stephen Hopkins,Stephan James Jason Sudeikis Carice van Houten Jeremy Irons Amanda Crew,0,C,well_known,4.397905759,0,1,0,0,1,stephan james jason sudeikis carice van houten jeremy irons amanda crew
Free State of Jones,2016,2016-06-24,20810036,4225914,25035950,50000000,-24964050,-0.499281,47,187,"Action & Adventure, Drama",139,Gary Ross,Matthew McConaughey Gugu Mbatha-Raw Mahershala Ali Keri Russell Jacob Lofland,0,C,well_known,4.27574171,0,1,0,0,1,matthew mcconaughey gugu mbatha-raw mahershala ali keri russell jacob lofland
Whiskey Tango Foxtrot,2016,2016-03-04,23083334,1888805,24972139,35000000,-10027861,-0.2865103143,68,209,"Comedy, Drama",111,"Glenn Ficarra, John Requa",Tina Fey Margot Robbie Martin Freeman Alfred Molina Christopher Abbott,0,C,well_known,4.153577661,0,1,0,0,1,tina fey margot robbie martin freeman alfred molina christopher abbott
Soulmate,2016,2016-09-23,0,24684439,24684439,8000000,16684439,2.085554875,100,10,"Art House & International, Drama, Romance",110,Derek Tsang,Zhou Dongyu Ma Sichun Toby Lee Cai Gang Ping Li,0,C,well_known,3.787085515,0,1,0,0,1,zhou dongyu ma sichun toby lee cai gang ping li
God's Not Dead 2,2016,2016-04-01,20774575,3713273,24487848,5000000,19487848,3.8975696,10,40,Drama,121,Harold Cronk,Hayley Orrantia Melissa Joan Hart Jesse Metcalfe David A.R. White Ray Wise,0,C,well_known,3.664921466,0,1,0,1,0,hayley orrantia melissa joan hart jesse metcalfe david a.r. white ray wise
Bad Santa 2,2016,2016-11-23,17782178,6297090,24079268,13000001,11079267,0.8522512421,24,134,Comedy,92,Mark Waters (VIII),Billy Bob Thornton Brett Kelly Christina Hendricks Tony Cox Kathy Bates,0,C,well_known,3.542757417,0,1,0,1,0,billy bob thornton brett kelly christina hendricks tony cox kathy bates
Kevin Hart: What Now?,2016,2016-10-14,23591043,0,23591043,10000000,13591043,1.3591043,76,59,Comedy,96,"Leslie Small, Tim Story",Kevin Hart,0,C,well_known,3.176265271,0,1,0,0,1,kevin hart
No Manches Frida,2016,2016-09-02,11528613,12012324,23540937,5000000,18540937,3.7081874,13,8,Comedy,100,Nacho G. Velilla,Omar Chaparro Martha Higareda Regina Pavón Karen Furlong Carla Adell,0,C,well_known,3.054101222,0,1,0,0,1,omar chaparro martha higareda regina pavón karen furlong carla adell
Middle School: The Worst Years of My Life,2016,2016-10-07,20007149,3308990,23316139,8500000,14816139,1.743075176,63,43,Comedy,92,Steve Carr,Griffin Gluck Lauren Graham Thomas Barbusca Alexa Nisenson Isabela Merced,0,C,well_known,2.687609075,0,1,0,0,1,griffin gluck lauren graham thomas barbusca alexa nisenson isabela merced
Triple 9,2016,2016-02-26,12639297,10538651,23177948,20000000,3177948,0.1588974,54,181,"Action & Adventure, Drama",115,John Hillcoat,Casey Affleck Chiwetel Ejiofor Woody Harrelson Kate Winslet Anthony Mackie,0,C,well_known,2.565445026,0,1,0,1,0,casey affleck chiwetel ejiofor woody harrelson kate winslet anthony mackie
The Choice,2016,2016-02-05,18730891,4333124,23064015,10000000,13064015,1.3064015,11,84,"Drama, Romance",111,Ross Katz,Teresa Palmer Benjamin Walker Tom Welling Maggie Grace Alexandra Daddario,0,C,well_known,2.076788831,0,1,0,0,1,teresa palmer benjamin walker tom welling maggie grace alexandra daddario
Beauty and the Beast,2017,2017-03-17,504014165,759506961,1263521126,160000000,1103521126,6.897007038,71,374,"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",129,Bill Condon,Emma Watson Dan Stevens Luke Evans Josh Gad Emma Thompson,0,A,well_known,68.77835951,0,1,0,0,1,emma watson dan stevens luke evans josh gad emma thompson
The Fate of the Furious,2017,2017-04-14,226008385,1009996733,1236005118,250000000,986005118,3.944020472,67,307,"Action & Adventure, Drama",136,F. Gary Gray,Vin Diesel Dwayne Johnson Michelle Rodriguez Jason Statham Charlize Theron,0,A,well_known,68.53403141,0,1,0,0,1,vin diesel dwayne johnson michelle rodriguez jason statham charlize theron
Despicable Me 3,2017,2017-06-30,264624300,770175109,1034799409,40000001.5,994799407.5,24.86998425,58,192,"Animation, Comedy, Kids & Family",90,"Kyle Balda, Pierre Coffin, Eric Guillon",Steve Carell Pierre Coffin Trey Parker Kristen Wiig Miranda Cosgrove,0,A,well_known,67.43455497,1,0,0,1,0,steve carell pierre coffin trey parker kristen wiig miranda cosgrove
Jumanji: Welcome to the Jungle,2017,2017-12-20,404515480,557562066,962077546,90000000,872077546,9.689750511,76,232,"Action & Adventure, Drama, Kids & Family, Science Fiction & Fantasy",119,Jake Kasdan,Dwayne Johnson Kevin Hart Jack Black Karen Gillan Nick Jonas,0,A,well_known,69.7556719,0,1,0,0,1,dwayne johnson kevin hart jack black karen gillan nick jonas
Spider-Man: Homecoming,2017,2017-07-07,334201140,545965784,880166924,175000000,705166924,4.02952528,92,390,"Action & Adventure, Drama, Science Fiction & Fantasy",133,Jon Watts,Tom Holland Zendaya Michael Keaton Marisa Tomei Jacob Batalon,0,A,well_known,66.70157068,0,1,1,0,0,tom holland zendaya michael keaton marisa tomei jacob batalon
Guardians of the Galaxy Vol. 2,2017,2017-05-05,389813101,473942950,863756051,170000000,693756051,4.080917947,85,415,"Action & Adventure, Comedy, Science Fiction & Fantasy",135,James Gunn (II),Chris Pratt Zoe Saldaña Bradley Cooper Dave Bautista Vin Diesel,0,A,well_known,66.33507853,0,1,0,1,0,chris pratt zoe saldaña bradley cooper dave bautista vin diesel
Thor: Ragnarok,2017,2017-11-03,315058289,538918837,853977126,180000000,673977126,3.744317367,93,426,"Action & Adventure, Drama, Science Fiction & Fantasy",130,Taika Waititi,Chris Hemsworth Tom Hiddleston Cate Blanchett Tessa Thompson Mark Ruffalo,0,A,well_known,65.96858639,0,1,0,0,1,chris hemsworth tom hiddleston cate blanchett tessa thompson mark ruffalo
Wonder Woman,2017,2017-06-02,412563408,410400000,822963408,149000000,673963408,4.523244349,93,458,"Action & Adventure, Drama, Science Fiction & Fantasy",141,Patty Jenkins,Gal Gadot Chris Pine Connie Nielsen Robin Wright Danny Huston,0,A,well_known,65.84642234,0,1,0,0,1,gal gadot chris pine connie nielsen robin wright danny huston
Coco,2017,2017-11-22,210460015,604181157,814641172,175000000,639641172,3.655092411,97,342,"Action & Adventure, Animation, Comedy, Kids & Family",109,"Lee Unkrich, Adrian Molina",Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach Renée Victor,0,A,well_known,65.60209424,1,0,0,0,1,anthony gonzalez gael garcía bernal benjamin bratt alanna ubach renée victor
Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017-05-26,172558876,622302918,794861794,230000000,564861794,2.455920843,29,285,"Action & Adventure, Drama",123,"Espen Sandberg, Joachim Rønning",,0,,,,0,1,0,0,1,nan
It,2017,2017-09-08,327481748,375300000,702781748,35000000,667781748,19.07947851,85,377,"Drama, Horror, Mystery & Suspense",135,Andy Muschietti,Bill Skarsgård Jaeden Martell Finn Wolfhard Sophia Lillis Jack Dylan Grazer,0,A,well_known,64.7469459,0,1,0,0,1,bill skarsgård jaeden martell finn wolfhard sophia lillis jack dylan grazer
Justice League,2017,2017-11-17,229024295,432300000,661324295,300000000,361324295,1.204414317,40,395,"Action & Adventure, Drama, Science Fiction & Fantasy",119,Zack Snyder,Henry Cavill Ben Affleck Gal Gadot Jason Momoa Ezra Miller,0,A,well_known,64.5026178,0,1,0,0,1,henry cavill ben affleck gal gadot jason momoa ezra miller
Logan,2017,2017-03-03,226277068,392744368,619021436,112000000,507021436,4.526977107,93,414,"Action & Adventure, Drama, Science Fiction & Fantasy",137,James Mangold,Hugh Jackman Dafne Keen Patrick Stewart Boyd Holbrook Stephen Merchant,0,A,well_known,63.64746946,0,1,0,0,1,hugh jackman dafne keen patrick stewart boyd holbrook stephen merchant
Transformers: The Last Knight,2017,2017-06-21,130168683,475256474,605425157,238500000,366925157,1.53847026,15,250,"Action & Adventure, Drama, Science Fiction & Fantasy",148,Michael Bay,Mark Wahlberg Anthony Hopkins Josh Duhamel Stanley Tucci Laura Haddock,0,A,well_known,63.52530541,0,1,1,0,0,mark wahlberg anthony hopkins josh duhamel stanley tucci laura haddock
Kong: Skull Island,2017,2017-03-10,168052812,400600000,568652812,185000000,383652812,2.073798984,75,384,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",118,Jordan Vogt-Roberts,Samuel L. Jackson Brie Larson Tom Hiddleston John Goodman Toby Kebbell,0,A,well_known,63.03664921,0,1,0,0,1,samuel l. jackson brie larson tom hiddleston john goodman toby kebbell
The Boss Baby,2017,2017-03-31,175003033,352962903,527965936,125000000,402965936,3.223727488,53,179,"Animation, Comedy, Kids & Family",97,Tom McGrath,Alec Baldwin Tom McGrath Tobey Maguire Lisa Kudrow Miles Christopher Bakshi,0,B,well_known,62.18150087,1,0,0,0,1,alec baldwin tom mcgrath tobey maguire lisa kudrow miles christopher bakshi
Dunkirk,2017,2017-07-21,188045546,338000000,526045546,100000000,426045546,4.26045546,92,453,"Action & Adventure, Drama",107,Christopher Nolan,Cillian Murphy Harry Styles Fionn Whitehead Jack Lowden Tom Hardy,0,B,well_known,62.05933682,0,1,0,0,1,cillian murphy harry styles fionn whitehead jack lowden tom hardy
War for the Planet of the Apes,2017,2017-07-14,146880162,343839601,490719763,150000000,340719763,2.271465087,94,353,"Action & Adventure, Drama, Science Fiction & Fantasy",142,Matt Reeves,Andy Serkis  Woody Harrelson Steve Zahn Karin Konoval Terry Notary,0,B,well_known,61.32635253,0,1,0,0,1,andy serkis  woody harrelson steve zahn karin konoval terry notary
The Greatest Showman,2017,2017-12-20,174340174,260653009,434993183,84000000,350993183,4.178490274,56,262,"Drama, Musical & Performing Arts",105,Michael Gracey,Hugh Jackman Zac Efron Zendaya Keala Settle Michelle Williams,0,B,well_known,60.22687609,0,1,0,0,1,hugh jackman zac efron zendaya keala settle michelle williams
Kingsman: The Golden Circle,2017,2017-09-22,100234838,310667824,410902662,104000000,306902662,2.950987135,51,304,"Action & Adventure, Comedy",141,Matthew Vaughn,Taron Egerton Colin Firth Julianne Moore Channing Tatum Mark Strong,0,B,well_known,59.37172775,0,1,0,0,1,taron egerton colin firth julianne moore channing tatum mark strong
The Mummy,2017,2017-06-09,80227895,329003712,409231607,125000000,284231607,2.273852856,16,310,"Action & Adventure, Drama, Horror",107,Alex Kurtzman,Tom Cruise Sofia Boutella Annabelle Wallis Russell Crowe Jake Johnson,0,B,well_known,59.2495637,0,1,0,0,1,tom cruise sofia boutella annabelle wallis russell crowe jake johnson
Cars 3,2017,2017-06-16,152901115,231029541,383930656,87500001.5,296430654.5,3.38777885,70,227,"Animation, Comedy, Kids & Family",109,Brian Fee,Owen Wilson Nathan Fillion Kerry Washington Armie Hammer Cristela Alonzo,0,B,well_known,58.27225131,1,0,0,1,0,owen wilson nathan fillion kerry washington armie hammer cristela alonzo
Fifty Shades Darker,2017,2017-02-10,114581250,266964596,381545846,55000000,326545846,5.9371972,11,203,"Drama, Romance",118,James Foley,Dakota Johnson Eric Johnson Luke Grimes Rita Ora James Foley,0,B,well_known,58.15008726,0,1,0,0,1,dakota johnson eric johnson luke grimes rita ora james foley
Murder on the Orient Express,2017,2017-11-10,102826543,249963268,352789811,55000000,297789811,5.4143602,61,291,"Drama, Mystery & Suspense",114,Kenneth Branagh,Kenneth Branagh Judi Drench Johnny Depp Daisy Ridley Michelle Pfeiffer,0,B,well_known,57.17277487,0,1,0,0,1,kenneth branagh judi drench johnny depp daisy ridley michelle pfeiffer
xXx: Return of Xander Cage,2017,2017-01-20,44898413,301219864,346118277,85000000,261118277,3.071979729,45,148,"Action & Adventure, Drama",102,D.J. Caruso,Vin Diesel Donnie Yen Deepika Padukone Ruby Rose Samuel L. Jackson,0,B,well_known,56.68411867,0,1,0,0,1,vin diesel donnie yen deepika padukone ruby rose samuel l. jackson
The Lego Batman Movie,2017,2017-02-10,175750384,136400000,312150384,80000000,232150384,2.9018798,90,310,"Action & Adventure, Animation, Comedy, Kids & Family",106,Chris McKay,Will Arnett Chris McKay Michael Cera Zach Galifianakis Rosario Dawson,0,B,well_known,55.09598604,1,0,1,0,0,will arnett chris mckay michael cera zach galifianakis rosario dawson
Annabelle: Creation,2017,2017-08-11,102092201,204500000,306592201,15000000,291592201,19.43948007,71,187,"Drama, Horror",109,David F. Sandberg,Talitha Bateman Lulu Winson David F. Sandberg Anthony LaPaglia Stephanie Sigman,0,B,well_known,54.97382199,0,1,0,0,1,talitha bateman lulu winson david f. sandberg anthony lapaglia stephanie sigman
Wonder,2017,2017-11-17,132422809,173514909,305937718,20000000,285937718,14.2968859,85,190,Drama,113,Stephen Chbosky,Julia Roberts Owen Wilson Jacob Tremblay Izabela Vidovic Noah Jupe,0,B,well_known,54.85165794,0,1,0,0,1,julia roberts owen wilson jacob tremblay izabela vidovic noah jupe
Ferdinand,2017,2017-12-15,84410380,211658819,296069199,111000000,185069199,1.667290081,72,120,"Animation, Comedy, Drama",108,Carlos Saldanha,Carlos Saldanha John Cena Kate McKinnnon Gina Rodriguez Bobby Cannavale,0,B,well_known,54.2408377,1,0,0,0,1,carlos saldanha john cena kate mckinnnon gina rodriguez bobby cannavale
Split,2017,2017-01-20,138291365,140162993,278454358,9000000,269454358,29.93937311,77,305,"Drama, Horror, Mystery & Suspense",117,M. Night Shyamalan,James McAvoy Anya Taylor-Joy Haley Lu Richardson Jessica Sula Betty Buckley,0,B,well_known,53.87434555,0,1,0,0,1,james mcavoy anya taylor-joy haley lu richardson jessica sula betty buckley
Blade Runner 2049,2017,2017-10-06,92054159,167100000,259154159,75001024.5,184153134.5,2.455341587,88,435,"Action & Adventure, Drama, Science Fiction & Fantasy",164,Denis Villeneuve,Ryan Gosling Harrison Ford Ana de Armas Sylvia Hoeks Mackenzie Davis,0,B,well_known,53.38568935,0,1,0,0,1,ryan gosling harrison ford ana de armas sylvia hoeks mackenzie davis
Get Out,2017,2017-02-24,176040665,79367304,255407969,4500000,250907969,55.75732644,98,386,"Horror, Mystery & Suspense",104,Jordan Peele,Daniel Kaluuya Allison Williams Caleb Landry Jones LaKeith Stanfield Catherine Keener,0,B,well_known,52.89703316,0,1,0,0,1,daniel kaluuya allison williams caleb landry jones lakeith stanfield catherine keener
Journey to the West: The Demons Strike Back,2017,2017-02-03,880346,246704898,247585244,63900000,183685244,2.874573459,58,12,"Action & Adventure, Comedy, Science Fiction & Fantasy",109,Hark Tsui,Stephen Chow Kris Wu Lin Gengxin Lin Yun Yao Chen,0,B,well_known,52.65270506,0,1,0,0,1,stephen chow kris wu lin gengxin lin yun yao chen
Alien: Covenant,2017,2017-05-19,74262031,166629732,240891763,97000000,143891763,1.483420237,65,402,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",122,Ridley Scott,Michael Fassbender Noomi Rapace Katherine Waterston Danny McBride Callie Hernandez,0,B,well_known,51.79755672,0,1,0,0,1,michael fassbender noomi rapace katherine waterston danny mcbride callie hernandez
Baby Driver,2017,2017-06-28,107825862,119119225,226945087,34000000,192945087,5.6748555,92,384,"Action & Adventure, Drama",113,Edgar Wright,Ansel Elgort Lily James Jon Hamm Kevin Spacey Jamie Foxx,0,B,well_known,50.82024433,0,1,0,0,1,ansel elgort lily james jon hamm kevin spacey jamie foxx
Valerian and the City of a Thousand Planets,2017,2017-07-21,41189488,184684740,225874228,202500000,23374228,0.1154282864,48,294,"Action & Adventure, Drama, Science Fiction & Fantasy",137,Luc Besson,Dane DeHaan Cara Delevingne Ethan Hawke Clive Owen Sasha Luss,0,B,well_known,50.69808028,0,1,0,0,1,dane dehaan cara delevingne ethan hawke clive owen sasha luss
Geostorm,2017,2017-10-20,33700160,188200000,221900160,12000000,209900160,17.49168,17,90,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",109,Dean Devlin,Gerard Butler Abbie Cornish Jim Sturgess Ed Harris Alexandra Maria Lara,0,B,well_known,50.57591623,0,1,0,0,1,gerard butler abbie cornish jim sturgess ed harris alexandra maria lara
The Emoji Movie,2017,2017-07-28,86089513,131687133,217776646,50000000,167776646,3.35553292,7,133,"Animation, Comedy, Kids & Family",86,Anthony Leondis,T.J. Miller Patrick Stewart Anna Faris James Corden Maya Rudolph,0,B,well_known,50.20942408,1,0,0,0,1,t.j. miller patrick stewart anna faris james corden maya rudolph
A Dog's Purpose,2017,2017-01-27,64508620,140527199,205035819,22000000,183035819,8.319809955,35,147,"Comedy, Drama",120,Lasse Hallstrom,Dennis Quaid Josh Gad Britt Robertson KJ Apa Juliet Rylance,0,B,well_known,49.10994764,0,1,0,0,1,dennis quaid josh gad britt robertson kj apa juliet rylance
Smurfs: The Lost Village,2017,2017-04-07,45020282,152163264,197183546,60000000,137183546,2.286392433,40,97,"Animation, Comedy, Kids & Family",91,Kelly Asbury,Demi Lovato Danny Pudi Joe Manganiello Julia Roberts Kelly Asbury,0,C,well_known,48.37696335,1,0,0,0,1,demi lovato danny pudi joe manganiello julia roberts kelly asbury
The Shape of Water,2017,2017-12-22,63859435,131384029,195243464,19500000,175743464,9.012485333,92,448,"Drama, Science Fiction & Fantasy, Romance",123,Guillermo del Toro,Sally Hawkins Doug Jones Octavia Spencer Richard Jenkins Michael Shannon,0,C,well_known,48.13263525,0,1,0,0,1,sally hawkins doug jones octavia spencer richard jenkins michael shannon
Pitch Perfect 3,2017,2017-12-22,104897530,80502815,185400345,22500001.5,162900343.5,7.240014784,28,148,Comedy,94,Trish Sie,Anna Kendrick  Brittany Snow Rebel Wilson Anna Camp Hailee Steinfeld,0,C,well_known,47.27748691,0,1,0,1,0,anna kendrick  brittany snow rebel wilson anna camp hailee steinfeld
The Hitman's Bodyguard,2017,2017-08-18,75468583,107946600,183415183,30000000,153415183,5.113839433,43,223,"Action & Adventure, Comedy",118,Patrick Hughes,Samuel L. Jackson Ryan Reynolds Salma Hayek Gary Oldman Elodie Yung,0,C,well_known,46.78883072,0,1,0,0,1,samuel l. jackson ryan reynolds salma hayek gary oldman elodie yung
Daddy's Home 2,2017,2017-11-10,104029443,76583737,180613180,34500001,146113179,4.235164486,21,129,Comedy,98,Sean Anders,Mel Gibson John Lithgow Alessandra Ambrosio Mark Wahlberg Scarlett Estevez,0,C,well_known,46.66666667,0,1,0,1,0,mel gibson john lithgow alessandra ambrosio mark wahlberg scarlett estevez
