title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,star_power_score,is_animated,is_live_action,is_franchise,is_sequel,is_standalone,lead_actor_clean
The Possession of Hannah Grace,2018,2018-11-30,14837422,28179106,43016528,7700000,35316528,4.586562078,18,55,"Horror, Mystery & Suspense",85,Diederik Van Rooijen,Kirby Johnson Shay Mitchell Grey Damon Stana Katic Matt Mings,0,C,trending,16.12565445,0,1,0,0,1,kirby johnson shay mitchell grey damon stana katic matt mings
Overlord,2018,2018-11-09,21704844,19953000,41657844,38000000,3657844,0.09625905263,81,221,"Action & Adventure, Horror, Mystery & Suspense",110,Julius Avery,Mathilde Ollivier Jovan Adepo Wyatt Russell John Magaro Pilou Asbæk,0,C,trending,15.27050611,0,1,0,0,1,mathilde ollivier jovan adepo wyatt russell john magaro pilou asbæk
The Darkest Minds,2018,2018-08-03,12695691,28446688,41142379,34000000,7142379,0.2100699706,16,140,"Mystery & Suspense, Science Fiction & Fantasy",104,Jennifer Yuh Nelson,Will Arnett Natasha Lyonn Gabriel Iglesias Omar Chaparro Ludacris,0,C,trending,14.65968586,0,1,0,0,1,will arnett natasha lyonn gabriel iglesias omar chaparro ludacris
Show Dogs,2018,2018-05-18,17857020,21299834,39156854,5500000,33656854,6.119428,16,63,"Comedy, Kids & Family",92,Raja Gosnell,Amandla Stenberg Harris Dickinson Skylan Brooks Miya Cech Mandy Moore,0,C,trending,13.43804538,0,1,0,0,1,amandla stenberg harris dickinson skylan brooks miya cech mandy moore
The Girl in the Spider's Web,2018,2018-11-09,14841338,20323582,35164920,43000000,-7835080,-0.1822111628,39,236,Drama,117,Fede Alvarez,Claire Foy Sverrir Guðnason Sylvia Hoeks Stephen Merchant,0,C,trending,11.72774869,0,1,0,0,1,claire foy sverrir guðnason sylvia hoeks stephen merchant
The Hate U Give,2018,2018-10-19,29719483,5214526,34934009,23000000,11934009,0.5188699565,97,220,Drama,133,George Tillman Jr.,Amandla Stenberg Regina Hall KJ Apa Sabrina Carpenter Russel Hornsby,0,C,trending,11.60558464,0,1,0,0,1,amandla stenberg regina hall kj apa sabrina carpenter russel hornsby
Nobody's Fool,2018,2018-11-02,31713110,1992223,33705333,19000000,14705333,0.7739648947,24,42,Comedy,110,Tyler Perry,Tiffany Haddish Tika Sumpter Whoopi Goldberg Omari Hardwick Amber Riley,0,C,trending,10.7504363,0,1,0,0,1,tiffany haddish tika sumpter whoopi goldberg omari hardwick amber riley
The Hurricane Heist,2018,2018-03-09,6115825,26401423,32517248,35000000,-2482752,-0.07093577143,47,59,"Action & Adventure, Drama, Mystery & Suspense",103,Rob Cohen,Maggie Grace Toby Kebbell Melissa Bolona Ryan Kwaten,0,C,trending,10.2617801,0,1,0,0,1,maggie grace toby kebbell melissa bolona ryan kwaten
Bad Times at the El Royale,2018,2018-10-12,17839115,14043609,31882724,32000000,-117276,-0.003664875,74,250,Mystery & Suspense,141,Drew Goddard,Jeff Bridges Jon Hamm Chris Hemsworth Dakota Johnson Lewis Pullman,0,C,trending,9.65095986,0,1,0,0,1,jeff bridges jon hamm chris hemsworth dakota johnson lewis pullman
Hunter Killer,2018,2018-10-26,15767460,15905218,31672678,40000000,-8327322,-0.20818305,36,110,"Action & Adventure, Drama, Mystery & Suspense",121,Donovan Marsh,Gerald Butler Gary Oldman Michael Nyqvist Linda Cardellini,0,C,trending,9.406631763,0,1,0,0,1,gerald butler gary oldman michael nyqvist linda cardellini
Super Troopers 2,2018,2018-04-20,30617396,1008990,31626386,6750001,24876385,3.685389824,36,98,Comedy,103,Jay Chandrasekhar,Jay Chandrasekhar Kevin Heffernan Steve Lemme Paul Soter Erik Stolhanske,0,C,trending,9.162303665,0,1,0,1,0,jay chandrasekhar kevin heffernan steve lemme paul soter erik stolhanske
The Strangers: Prey at Night,2018,2018-03-09,24586708,6452418,31039126,5000000,26039126,5.2078252,39,122,Horror,85,Johannes Roberts,Bailee Madison Lewis Pullman Christina Hendricks Martin Henderson Emma Bellomy,0,C,trending,9.040139616,0,1,0,0,1,bailee madison lewis pullman christina hendricks martin henderson emma bellomy
Free Solo,2018,2018-09-28,17541090,11849189,29390279,2000000,27390279,13.6951395,97,153,Documentary,100,"Elizabeth Chai Vasarhelyi, Jimmy Chin",Alex Honnold Jimmy Chin Tommy Caldwell Dean Potter Sanni McCandless,0,C,trending,7.57417103,0,1,0,0,1,alex honnold jimmy chin tommy caldwell dean potter sanni mccandless
Mirai,2018,2018-11-29,812794,27944167,28756961,6726792,22030169,3.27498888,90,83,"Animation, Anime & Manga, Art House & International, Kids & Family",98,Mamoru Hosoda,Rebecca Hall John Cho Daniel Dae Kim Moka Kamishiraishi Jaden Waldman,0,C,trending,7.329842932,1,0,0,0,1,rebecca hall john cho daniel dae kim moka kamishiraishi jaden waldman
The Happytime Murders,2018,2018-08-24,20706452,6800000,27506452,40000000,-12493548,-0.3123387,23,243,"Action & Adventure, Comedy",91,Brian Henson,Melissa McCarthy Brian Henson Maya Rudolph Elizabeth Banks Ben Falcone,0,C,trending,6.47469459,0,1,0,0,1,melissa mccarthy brian henson maya rudolph elizabeth banks ben falcone
Midnight Sun,2018,2018-03-23,9561064,17804403,27365467,2800000,24565467,8.773381071,21,61,"Drama, Romance",91,Scott Speer,"Bella Thorne Patrick Schwarzenegger QuinnShephard Rob Riggle Ava Dewhurst
 ",0,C,trending,6.230366492,0,1,0,0,1,bella thorne patrick schwarzenegger quinnshephard rob riggle ava dewhurst
White Boy Rick,2018,2018-09-14,24011188,1946294,25957482,29000000,-3042518,-0.1049144138,58,153,Drama,111,Yann Demange,"Richie Merritt Matthew McConaughey Bel Powey Jennifer Jason Leigh Jonathan Majors
",0,C,trending,5.008726003,0,1,0,0,1,richie merritt matthew mcconaughey bel powey jennifer jason leigh jonathan majors
"Paul, Apostle of Christ",2018,2018-03-23,17560475,8355491,25915966,5000000,20915966,4.1831932,46,39,Drama,108,Andrew Hyatt,Jim Caviezel James Faulkner Olivier Martinez Joanne Whalley Alessandra Williams,0,C,trending,4.764397906,0,1,0,0,1,jim caviezel james faulkner olivier martinez joanne whalley alessandra williams
Pokémon the Movie: The Power of Us,2018,2018-11-24,789170,22951618,23740788,30000000,-6259212,-0.2086404,71,7,Special Interest,113,Tetsuo Yajima,Jimmy Zoppi Sarah Natochenny Ikue Ōtani Lisa Ortiz Haven Paschall,0,C,trending,3.420593368,0,1,0,0,1,jimmy zoppi sarah natochenny ikue ōtani lisa ortiz haven paschall
The Guernsey Literary and Potato Peel Pie Society,2018,2018-04-20,0,23148937,23148937,85000000,-61851063,-0.7276595647,80,71,Drama,124,Mike Newell,Lily James Jessica Brown Findlay Matthew Goode Michiel Huisman Penelope Wilton,0,C,trending,2.443280977,0,1,0,0,1,lily james jessica brown findlay matthew goode michiel huisman penelope wilton
Won't You Be My Neighbor?,2018,2018-06-08,22835787,8954,22844741,28000000,-5155259,-0.1841163929,97,249,Documentary,94,Morgan Neville,Fred Rogers Joane Rogers Tom Junod Hedda Sharapan David Newell,0,C,trending,1.954624782,0,1,0,0,1,fred rogers joane rogers tom junod hedda sharapan david newell
Avengers: Endgame,2019,2019-04-26,858373000,1941066100,2799439100,200000178,2599438922,12.99718304,94,528,"Action & Adventure, Drama, Science Fiction & Fantasy",181,Anthony Russo,Robert Downey Jr Chris Evans Chris Hemsworth Mark Ruffalo Scarlett Johansson Josh Brolin,0,A,trending,70,0,1,1,0,0,robert downey jr chris evans chris hemsworth mark ruffalo scarlett johansson josh brolin
The Lion King,2019,2019-07-19,543638043,1113305351,1656943394,130001009.5,1526942385,11.74561944,52,424,"Action & Adventure, Animation, Drama",118,Jon Favreau,James Earl Jones Beyonce Donald Glover Chiwetel Ejiofor Seth Rogen,0,A,trending,69.5113438,1,0,0,0,1,james earl jones beyonce donald glover chiwetel ejiofor seth rogen
Frozen II,2019,2019-11-21,477373578,972653355,1450026933,1500000000,-49973067,-0.033315378,77,325,"Action & Adventure, Animation, Comedy, Kids & Family",103,"Jennifer Lee, Chris Buck",Kristen Bell Idina Menzel Jonathan Groff Josh Gad Evan Rachel Wood,0,A,trending,69.26701571,1,0,0,1,0,kristen bell idina menzel jonathan groff josh gad evan rachel wood
Spider-Man: Far from Home,2019,2019-07-02,390532085,741395911,1131927996,160000000,971927996,6.074549975,90,441,"Action & Adventure, Science Fiction & Fantasy",129,Jon Watts,Tom Holland Zendaya Jake Gyllenhaal Jacob Batalon Marisa Tomei,0,A,trending,68.16753927,0,1,1,0,0,tom holland zendaya jake gyllenhaal jacob batalon marisa tomei
Captain Marvel,2019,2019-03-08,426829839,701444955,1128274794,152000000,976274794,6.422860487,79,523,"Action & Adventure, Science Fiction & Fantasy",124,"Anna Boden, Ryan Fleck",Brie Larson Samuel L Jackson Gemma Chan Jude Law Ben Mendelsohn,0,A,trending,68.04537522,0,1,1,0,0,brie larson samuel l jackson gemma chan jude law ben mendelsohn
Joker,2019,2019-10-04,335451311,743300000,1078751311,55000000,1023751311,18.6136602,68,574,"Action & Adventure, Drama, Mystery & Suspense",122,Todd Phillips,Joaquin Phoenix Robert De Niro Zazie Beetz Glenn Fleshler Marc Maron,0,A,trending,67.92321117,0,1,0,0,1,joaquin phoenix robert de niro zazie beetz glenn fleshler marc maron
Toy Story 4,2019,2019-06-21,434038008,639356585,1073394593,100000002,973394591,9.733945715,97,443,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",100,Josh Cooley,Tom Hanks Tim Allen Keanue Reeves Tony Hale Annie Potts,0,A,trending,67.80104712,1,0,0,1,0,tom hanks tim allen keanue reeves tony hale annie potts
Aladdin,2019,2019-05-24,355559216,695134737,1050693953,183000000,867693953,4.741497011,57,370,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",128,Guy Ritchie,Will Smith Mena Massoud Naomi Scott Marwan Kenzari Nasim Pedrad,0,A,trending,67.55671902,0,1,0,0,1,will smith mena massoud naomi scott marwan kenzari nasim pedrad
Jumanji: The Next Level,2019,2019-12-13,320314960,481378969,801693929,125000000,676693929,5.413551432,72,240,"Action & Adventure, Comedy",123,Jake Kasdan,Dwayne Johnson Kevin Hart Jack Black Karen Gillan Nick Jonas,0,A,well_known,69.7556719,0,1,0,0,1,dwayne johnson kevin hart jack black karen gillan nick jonas
Fast & Furious Presents: Hobbs & Shaw,2019,2019-08-02,173956935,586775991,760732926,200000000,560732926,2.80366463,67,337,"Action & Adventure, Mystery & Suspense",138,David Leitch,Dwayne Johnson Jason Statham Idris Elba Vanessa Kirby Roman Reign,0,A,trending,65.23560209,0,1,1,0,0,dwayne johnson jason statham idris elba vanessa kirby roman reign
Ne Zha,2019,2019-08-29,3695533,722329335,726024868,20000000,706024868,35.3012434,88,17,"Action & Adventure, Animation, Science Fiction & Fantasy",110,Yu Yang,Griffin Puatu Aleks Le Yanting Lü Mike Pollock Joseph Cao,0,A,trending,64.86910995,1,0,0,0,1,griffin puatu aleks le yanting lü mike pollock joseph cao
How to Train Your Dragon: The Hidden World,2019,2019-02-22,160799505,361000000,521799505,129000000,392799505,3.044957403,90,263,"Action & Adventure, Animation, Kids & Family",104,Dean DeBlois,Jay Baruchel America Ferrera Gerakd Butler Kit Harrington Kristen Wiig,0,B,trending,61.93717277,1,0,0,0,1,jay baruchel america ferrera gerakd butler kit harrington kristen wiig
Maleficent: Mistress of Evil,2019,2019-10-18,113929605,377800484,491730089,185000000,306730089,1.658000481,40,251,"Action & Adventure, Science Fiction & Fantasy",118,Joachim Rønning,Angelina Jolie Elle Fanning Michelle Pfeiffer Ed Skrein Harris Dickinson,0,B,trending,61.44851658,0,1,0,0,1,angelina jolie elle fanning michelle pfeiffer ed skrein harris dickinson
It Chapter Two,2019,2019-09-06,211593228,261500000,473093228,79000000,394093228,4.988521873,63,367,Horror,169,Andy Muschietti,Bill Hader Jessica Chastain James McAvoy Bill Skarsgård  James Ransone,0,B,trending,60.95986038,0,1,0,0,1,bill hader jessica chastain james mcavoy bill skarsgård  james ransone
The Secret Life of Pets 2,2019,2019-06-07,158980250,272184209,431164459,40000001,391164458,9.779111206,60,159,"Animation, Comedy",86,"Chris Renaud, Jonathan Del Val",Kevin Hart Chris Renaud Harrison Ford Patton Oswalt Jenny Slate,0,B,trending,60.10471204,1,0,0,1,0,kevin hart chris renaud harrison ford patton oswalt jenny slate
The Captain,2019,2019-10-18,706572,417156973,417863545,180000000,237863545,1.321464139,75,8,"Action & Adventure, Drama",111,Wai-keung Lau,Meng Ziyi Hanyu Zhang Li Xian Angelababy Li Qin,0,B,trending,59.7382199,0,1,0,0,1,meng ziyi hanyu zhang li xian angelababy li qin
Alita: Battle Angel,2019,2019-02-14,85838210,319142333,404980543,170000000,234980543,1.382238488,61,324,"Action & Adventure, Romance",122,Robert Rodriguez,Rosa Salazar Keean Johnson Christoph Waltz Jennifer Connely Jackie Earle Haley,0,B,trending,59.0052356,0,1,0,0,1,rosa salazar keean johnson christoph waltz jennifer connely jackie earle haley
Godzilla: King of the Monsters,2019,2019-05-31,110500138,276800000,387300138,185000000,202300138,1.093514259,43,338,"Action & Adventure, Science Fiction & Fantasy",132,Michael Dougherty,Millie Bobby Brown Vera Famiga Kyle Chandler Sally Hawkins Bradley Whitford,0,B,trending,58.51657941,0,1,0,0,1,millie bobby brown vera famiga kyle chandler sally hawkins bradley whitford
Shazam!,2019,2019-04-05,140371656,225600000,365971656,100000000,265971656,2.65971656,90,404,"Action & Adventure, Science Fiction & Fantasy",132,David F. Sandberg,Zachary Levi Asher Angel Mark Strong Jack Dylan Grazer Grace Caroline Currey,0,B,trending,57.53926702,0,1,0,0,1,zachary levi asher angel mark strong jack dylan grazer grace caroline currey
Dumbo,2019,2019-03-29,114766307,238518314,353284621,170000000,183284621,1.078144829,46,363,"Animation, Kids & Family, Science Fiction & Fantasy",112,Tim Burton,Micheal Keaton Danny DeVito Colin Farrelll Nico Parker Eva Green,0,B,trending,57.29493892,1,0,0,0,1,micheal keaton danny devito colin farrelll nico parker eva green
John Wick: Chapter 3 - Parabellum,2019,2019-05-17,171015687,156761648,327777335,37500001.5,290277333.5,7.740728584,90,343,"Action & Adventure, Drama",131,Chad Stahelski,Keanu Reeves Halle Berry Laurence Fishburne Mark Dacasos Asia Kate Dillon,0,B,trending,56.07329843,0,1,0,1,0,keanu reeves halle berry laurence fishburne mark dacasos asia kate dillon
Knives Out,2019,2019-11-27,165363234,147534686,312897920,40000000,272897920,6.822448,97,454,"Drama, Mystery & Suspense",130,Rian Johnson,Ana de Armas Daniel Craig Chris Evans Katherine Langford Christopher Plummer,0,B,trending,55.34031414,0,1,0,0,1,ana de armas daniel craig chris evans katherine langford christopher plummer
Terminator: Dark Fate,2019,2019-11-01,62253077,198866215,261119292,185000000,76119292,0.4114556324,70,335,"Action & Adventure, Drama, Science Fiction & Fantasy",128,Tim Miller,"Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Gabriel Luna Natalia Reyes
",0,B,trending,53.63001745,0,1,0,0,1,linda hamilton arnold schwarzenegger mackenzie davis gabriel luna natalia reyes
Us,2019,2019-03-22,175084580,80938127,256022707,20000000,236022707,11.80113535,93,535,"Horror, Mystery & Suspense",116,Jordan Peele,Winston Duke Lupita Nyong'o Evan Alex Elisabeth Moss Shahadi Wright Joseph,0,B,trending,53.14136126,0,1,0,0,1,winston duke lupita nyong'o evan alex elisabeth moss shahadi wright joseph
Glass,2019,2019-01-18,111048468,135950571,246999039,20000000,226999039,11.34995195,37,386,"Drama, Mystery & Suspense",129,M. Night Shyamalan,James McAvoy Bruce willis Samuel L. Jackson Spencer Treat Clark Diane Silvers,0,B,trending,52.53054101,0,1,0,0,1,james mcavoy bruce willis samuel l. jackson spencer treat clark diane silvers
Annabelle Comes Home,2019,2019-06-26,74152591,157100000,231252591,28500000,202752591,7.114126,64,203,"Horror, Mystery & Suspense",106,Gary Dauberman,Mckenna Grace Patrick Wilson Katie Sarife Madison Iseman Vera Farmiga,0,B,trending,51.18673647,0,1,0,0,1,mckenna grace patrick wilson katie sarife madison iseman vera farmiga
Better Days,2019,2019-11-08,1921657,225391987,227313644,2000000,225313644,112.656822,100,15,Drama,135,Kwok Cheung Tsang,Jackson Yee Zhou Ye Huang Jue Fang Jin Xie Xintong,0,B,trending,50.94240838,0,1,0,0,1,jackson yee zhou ye huang jue fang jin xie xintong
The Addams Family,2019,2019-10-11,100044905,103000000,203044905,24000000,179044905,7.460204375,44,154,"Animation, Comedy",87,"Conrad Vernon, Greg Tiernan",Oscar Isaac Charlize Theron Chloë Grace Moretz Nick Kroll Conrad Vernon,0,C,trending,48.7434555,1,0,0,0,1,oscar isaac charlize theron chloë grace moretz nick kroll conrad vernon
Rocketman,2019,2019-05-31,96368160,98952240,195320400,20001009.5,175319390.5,8.765527085,89,377,Drama,121,Dexter Fletcher,Taron Egerton Richard Madden Jamie Bell Bryce Dallas Howard Steven Mackintosh,0,C,trending,48.2547993,0,1,0,0,1,taron egerton richard madden jamie bell bryce dallas howard steven mackintosh
Downton Abbey,2019,2019-09-20,96853865,97840860,194694725,10000006.5,184694718.5,18.46945984,84,249,Drama,122,Michael Engler,Michelle Dockery Maggie Smith Hugh Bonneville Laura Carmichael Elizabeth McGovern,0,C,trending,47.76614311,0,1,0,0,1,michelle dockery maggie smith hugh bonneville laura carmichael elizabeth mcgovern
The Lego Movie 2: The Second Part,2019,2019-02-08,105806508,86500000,192306508,49500001,142806507,2.884979881,85,293,"Animation, Comedy",107,Mike Mitchell,Chris Pratt Will Arnett Elizabeth Banks Chris Miller Mike Mitchell,0,C,trending,47.64397906,1,0,0,1,0,chris pratt will arnett elizabeth banks chris miller mike mitchell
Abominable,2019,2019-09-27,60716390,127907127,188623517,75000000,113623517,1.514980227,81,164,"Action & Adventure, Animation, Comedy",97,Jill Culton,Chloe Bennet Tenzing Norgay Trainor Albert Tsai Sarah Paulson Eddie Izzard,0,C,trending,47.39965096,1,0,0,0,1,chloe bennet tenzing norgay trainor albert tsai sarah paulson eddie izzard
Ip Man 4: The Finale,2019,2019-12-25,3956031,172389935,176345966,26000002,150345964,5.782536632,87,31,"Action & Adventure, Drama",105,Wilson Yip,Donnie Yen Scott Adkins Danny Chan Kwok-kwan Vanda Margraf Chris Collins,0,C,trending,46.30017452,0,1,0,1,0,donnie yen scott adkins danny chan kwok-kwan vanda margraf chris collins
Gemini Man,2019,2019-10-11,48546770,124922746,173469516,138000000,35469516,0.2570254783,26,306,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",117,Ang Lee,Will Smith Mary Elizabeth Winstead Clive Owens Benedict Wong Ralph Brown,0,C,trending,45.68935428,0,1,0,0,1,will smith mary elizabeth winstead clive owens benedict wong ralph brown
Spies in Disguise,2019,2019-12-25,66757013,104859751,171616764,100000000,71616764,0.71616764,76,119,"Action & Adventure, Animation, Comedy, Kids & Family",102,"Troy Quane, Nick Bruno",Will Smith Tom Holland Rashida Jones Karen Gillan D.J. Khaled,0,C,trending,45.44502618,1,0,0,0,1,will smith tom holland rashida jones karen gillan d.j. khaled
Hustlers,2019,2019-09-13,104963598,52600000,157563598,20000000,137563598,6.8781799,87,339,Drama,110,Lorene Scafaria,Jennifer Lopez Constance Wu Lili Reinhart Julia Stiles Keke Palmer,0,C,trending,43.85689354,0,1,0,0,1,jennifer lopez constance wu lili reinhart julia stiles keke palmer
The Climbers,2019,2019-09-30,487157,156405709,156892866,40000000,116892866,2.92232165,33,6,"Action & Adventure, Drama",125,Daniel Lee,Jackie Chan Wu Jing Zhang Ziyi Boran Jing Zhang Yi,0,C,trending,43.73472949,0,1,0,0,1,jackie chan wu jing zhang ziyi boran jing zhang yi
Escape Room,2019,2019-01-04,57005601,98706476,155712077,9000000,146712077,16.30134189,51,157,"Action & Adventure, Mystery & Suspense",100,Adam Robitel,Taylor Russell Logan Miller Deborah Woll Jay Ellis Nik Dodani,0,C,trending,43.4904014,0,1,0,0,1,taylor russell logan miller deborah woll jay ellis nik dodani
Yesterday,2019,2019-06-28,73286650,81322206,154608856,26000000,128608856,4.946494462,63,349,"Comedy, Science Fiction & Fantasy, Romance",116,Danny Boyle,Himesh Patel Lily James Ed Sheeran Kate Mckinnon Joel Fry,0,C,trending,43.2460733,0,1,0,0,1,himesh patel lily james ed sheeran kate mckinnon joel fry
The Angry Birds Movie 2,2019,2019-08-13,41667116,106124931,147792047,32500001,115292046,3.54744746,73,110,"Action & Adventure, Animation",96,Thurop Van Orman,Jason Sudeikis Peter Dinklage Josh Gad Bill Har=der Maya Rudolph,0,C,trending,42.63525305,1,0,0,1,0,jason sudeikis peter dinklage josh gad bill har=der maya rudolph
Angel Has Fallen,2019,2019-08-23,69030436,77631541,146661977,40000000,106661977,2.666549425,39,183,"Action & Adventure, Drama, Mystery & Suspense",121,Ric Roman Waugh,Gerald Butler Morgan Freeman Nick Nolte Piper Perabo Danny Huston,0,C,trending,42.39092496,0,1,0,0,1,gerald butler morgan freeman nick nolte piper perabo danny huston
Ad Astra,2019,2019-09-20,50188370,77273502,127461872,90000000,37461872,0.4162430222,83,375,"Mystery & Suspense, Science Fiction & Fantasy",124,James Gray,Brad Pitt Tommy Lee Jones Donald Sutherland Ruth Negga Kayla Adams,0,C,trending,40.19197208,0,1,0,0,1,brad pitt tommy lee jones donald sutherland ruth negga kayla adams
The Upside,2019,2019-01-11,108252517,17600000,125852517,37500000,88352517,2.35606712,42,184,"Comedy, Drama",126,Neil Burger,Bryan Cranston Kevin hart Nicole Kidman Julianna Margulies Golshifteh Farahani,0,C,trending,40.06980803,0,1,0,0,1,bryan cranston kevin hart nicole kidman julianna margulies golshifteh farahani
The Curse of La Llorona,2019,2019-04-19,54733739,68500000,123233739,9000000,114233739,12.69263767,28,183,Horror,93,Michael Chaves,Linda Cardellini Jaynee-Lynne Kinchen Roman Christou Marisol Ramirez Raymond Cruz,0,C,trending,39.58115183,0,1,0,0,1,linda cardellini jaynee-lynne kinchen roman christou marisol ramirez raymond cruz
Zombieland: Double Tap,2019,2019-10-18,73123082,49687317,122810399,42000000,80810399,1.924057119,68,244,"Action & Adventure, Comedy, Horror",99,Ruben Fleischer,Woody Harrelson Jesse Eisenberg Abigail Breslin Emma Stone Bill Murray,0,C,trending,39.45898778,0,1,0,0,1,woody harrelson jesse eisenberg abigail breslin emma stone bill murray
Dora and the Lost City of Gold,2019,2019-08-09,60477943,60119165,120597108,49000000,71597108,1.461165469,85,150,"Action & Adventure, Kids & Family",102,James Bobin,Isabela Merced Jeff Wahlberg Michael Peña Eugenio Derbez Eva Longoria,0,C,trending,39.09249564,0,1,0,0,1,isabela merced jeff wahlberg michael peña eugenio derbez eva longoria
Wonder Park,2019,2019-03-15,45216793,74342317,119559110,100000000,19559110,0.1955911,34,106,"Animation, Comedy, Kids & Family",85,Dylan Brown,Jennifer Garner Brianna Denski Ken Jeong Mila Kunis Ken Hudson Campbell,0,C,trending,38.84816754,1,0,0,0,1,jennifer garner brianna denski ken jeong mila kunis ken hudson campbell
Pet Sematary,2019,2019-04-05,54724696,58393530,113118226,10501009.5,102617216.5,9.772128718,58,272,Horror,101,"Kevin Kölsch, Dennis Widmyer",Jason Clarke Amy Seimetz Jeté Laurence Hugo Lavoie Lucas Lavoie,0,C,trending,37.7486911,0,1,0,0,1,jason clarke amy seimetz jeté laurence hugo lavoie lucas lavoie
Good Boys,2019,2019-08-16,83140306,28033292,111173598,20000000,91173598,4.5586799,80,242,Comedy,95,Gene Stupnitsky,Jacob Tremblay Brady Noon Keith L Wiliams Molly Gordon Milie Davis,0,C,trending,37.2600349,0,1,0,0,1,jacob tremblay brady noon keith l wiliams molly gordon milie davis
Scary Stories to Tell in the Dark,2019,2019-08-09,68947075,35598430,104545505,25000000,79545505,3.1818202,78,229,Horror,111,André Øvredal,Zoe Colletti Austin Abrams Michael Garza Austin Zajur Natalie Ganzhorn,0,C,trending,36.16055846,0,1,0,0,1,zoe colletti austin abrams michael garza austin zajur natalie ganzhorn
The Hustle,2019,2019-05-10,35417038,61992741,97409779,21000000,76409779,3.638560905,13,165,Comedy,94,Chris Addison,Anne Hathaway Rebel Wilson Alex Sharp Timothy Simons Ingrid Oliver,0,C,trending,34.81675393,0,1,0,0,1,anne hathaway rebel wilson alex sharp timothy simons ingrid oliver
Five Feet Apart,2019,2019-03-15,45729221,46824988,92554209,7000000,85554209,12.22202986,53,121,"Drama, Romance",116,Justin Baldoni,Haley Lu Richardson Cole Spouse Moises Arias Emily Baldoni Claire Forlani,0,C,trending,33.10645724,0,1,0,0,1,haley lu richardson cole spouse moises arias emily baldoni claire forlani
Crawl,2019,2019-07-12,39014193,52527904,91542097,13500000,78042097,5.780896074,83,199,Horror,87,Alex Aja,Kaya Scodelario Barry Pepper Morfydd Clark Tina Pribicevic Anson Boon,0,C,trending,32.86212914,0,1,0,0,1,kaya scodelario barry pepper morfydd clark tina pribicevic anson boon
Rambo: Last Blood,2019,2019-09-20,44819352,46671001,91490353,50000000,41490353,0.82980706,26,170,"Action & Adventure, Mystery & Suspense",89,Adrian Grunberg,Sylvester Stallone Yvette Monreal Adriana Barraza Paz Vega Sergio Peris-Mencheta,0,C,trending,32.7399651,0,1,0,0,1,sylvester stallone yvette monreal adriana barraza paz vega sergio peris-mencheta
A Dog's Way Home,2019,2019-01-11,42004346,38703788,80708134,18000000,62708134,3.483785222,59,79,Drama,96,Charles Martin Smith,Bryce Dallas Howard Ashley Judd Shelby Edward james Olmos Alexandra Shipp,0,C,trending,30.54101222,0,1,0,0,1,bryce dallas howard ashley judd shelby edward james olmos alexandra shipp
A Dog's Journey,2019,2019-05-17,22782371,56088537,78870908,16000000,62870908,3.92943175,50,84,"Drama, Kids & Family",108,Gail Mancuso,Henry Lau Kathryn Prescott Dennis Quaid Betty Gilpin Abby Ryder Fortson,0,C,trending,29.68586387,0,1,0,0,1,henry lau kathryn prescott dennis quaid betty gilpin abby ryder fortson
Cold Pursuit,2019,2019-02-08,32138862,44280893,76419755,60000000,16419755,0.2736625833,69,183,"Action & Adventure, Drama, Mystery & Suspense",118,Hans Petter Moland,Liam Neeson Laura Dern Emmy Rossum Tom Bateman Julia Jones Tom Jackson,0,C,trending,29.19720768,0,1,0,0,1,liam neeson laura dern emmy rossum tom bateman julia jones tom jackson
Cats,2019,2019-12-20,27166770,48392155,75558925,60000000,15558925,0.2593154167,20,319,"Comedy, Drama, Musical & Performing Arts",110,Tom Hooper,Taylor swift Judi Dench Idris Elba James Corden Jennifer Hudson,0,C,trending,28.58638743,0,1,0,0,1,taylor swift judi dench idris elba james corden jennifer hudson
Charlie's Angels,2019,2019-11-14,17803077,55476811,73279888,24001009.5,49278878.5,2.053200241,52,227,"Action & Adventure, Comedy",118,Elizabeth Banks,Elizabeth Banks Kristen Stewart Ella Balinska Naomi Scott Noah Centineo,0,C,trending,28.09773124,0,1,0,0,1,elizabeth banks kristen stewart ella balinska naomi scott noah centineo
What Men Want,2019,2019-02-08,54611903,17604391,72216294,20000000,52216294,2.6108147,42,146,Comedy,117,Adam Shankman,Taraji P Henson Tracy Morgan Aldis Hodge Erykah Badu Max Greenfield,0,C,trending,27.60907504,0,1,0,0,1,taraji p henson tracy morgan aldis hodge erykah badu max greenfield
After,2019,2019-04-12,12138565,57359022,69497587,14000000,55497587,3.964113357,19,37,"Drama, Romance",106,Jenny Gage,Josephine Langford Hero Fiennes Tiffin Dylan Arnold Khadijha Red Thunder Shane Paul McGhie,0,C,trending,27.2425829,0,1,0,0,1,josephine langford hero fiennes tiffin dylan arnold khadijha red thunder shane paul mcghie
