title,year,original_release_date_parsed,domestic_gross,international_gross,worldwide_gross,production_budget,profit_proxy,roi_proxy,tomatometer_rating,tomatometer_count,genres,runtime,directors,lead_actor,lead_actor_has_oscar,lead_actor_tier,lead_actor_status,is_animated,is_live_action,is_franchise,is_sequel,is_standalone
Ex Machina,2015,2015-04-24,25442958.0,11426456.0,36869414.0,15000000.0,21869414.0,1.4579609333333334,92.0,275.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",107.0,Alex Garland,Domhnall Gleeson Alicia Vikander Oscar Isaac Sonoya Mizuno Corey Johnson,0,C,well_known,0,1,0,0,1
Burnt,2015,2015-10-30,13651946.0,22954797.0,36606743.0,20000000.0,16606743.0,0.83033715,28.0,159.0,Comedy,100.0,John Wells,Bradley Cooper Sienna Miller Lily James Alicia Vikander Uma Thurman,0,C,well_known,0,1,0,0,1
Room,2015,2015-10-16,14677654.0,20724104.0,35401758.0,6000000.0,29401758.0,4.900293,93.0,312.0,Drama,118.0,Lenny Abrahamson,Brie Larson Jacob Tremblay Joan Allen Sean Bridgers William H. Macy,0,C,well_known,0,1,0,0,1
Secret in Their Eyes,2015,2015-11-20,20180155.0,14674835.0,34854990.0,19500000.0,15354990.0,0.7874353846153846,39.0,148.0,"Drama, Mystery & Suspense",111.0,Billy Ray,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith,0,C,well_known,0,1,0,0,1
Steve Jobs,2015,2015-10-23,17766658.0,16675215.0,34441873.0,30000000.0,4441873.0,0.14806243333333333,85.0,312.0,Drama,121.0,Danny Boyle,Michael Fassbender Kate Winslet Seth Rogen Katherine Waterston Jeff Daniels,0,C,well_known,0,1,0,0,1
Victor Frankenstein,2015,2015-11-25,5775076.0,28452222.0,34227298.0,40000000.0,-5772702.0,-0.14431755,26.0,141.0,Drama,110.0,Paul McGuigan,James McAvoy Daniel Radcliffe Jessica Brown Findlay Andrew Scott Charles Dance,0,C,well_known,0,1,0,0,1
Project Almanac,2015,2015-01-30,22348241.0,10865000.0,33213241.0,12000000.0,21213241.0,1.7677700833333334,36.0,97.0,"Mystery & Suspense, Science Fiction & Fantasy",106.0,Dean Israelite,Jonny Weston Virginia Gardner Sofia Black-D'Elia Sam Lerner Allen Evangelista,0,C,well_known,0,1,0,0,1
Suffragette,2015,2015-10-23,4702420.0,27269676.0,31972096.0,,,,73.0,213.0,"Art House & International, Drama",106.0,Sarah Gavron,,0,,,0,1,0,0,1
Self/less,2015,2015-07-10,12279691.0,19527465.0,31807156.0,26000000.0,5807156.0,0.22335215384615384,19.0,142.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",116.0,Tarsem Singh,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,0,C,well_known,0,1,0,0,1
Far from the Madding Crowd,2015,2015-05-01,12236500.0,17993477.0,30229977.0,,,,84.0,190.0,"Drama, Romance",118.0,Thomas Vinterberg,,0,,,0,1,0,0,1
Mr. Holmes,2015,2015-07-17,17737646.0,11617557.0,29355203.0,,,,88.0,186.0,"Art House & International, Drama, Mystery & Suspense",105.0,Bill Condon,,0,,,0,1,0,0,1
Love & Mercy,2015,2015-06-05,12551031.0,16090745.0,28641776.0,,,,89.0,216.0,"Drama, Musical & Performing Arts",120.0,Bill Pohlad,,0,,,0,1,0,0,1
The 33,2015,2015-11-13,12227722.0,15744301.0,27972023.0,25000000.0,2972023.0,0.11888092,48.0,154.0,Drama,125.0,"Patricia Riggen, Patricia Richardson",Antonio Banderas Rodrigo Santoro Juliette Binoche James Brolin Lou Diamond Phillips,0,C,well_known,0,1,0,0,1
Irrational Man,2015,2015-07-17,4030360.0,23360724.0,27391084.0,,,,47.0,201.0,Drama,94.0,Woody Allen,,0,,,0,1,0,0,1
American Ultra,2015,2015-08-21,14440985.0,12821389.0,27262374.0,,,,43.0,175.0,"Action & Adventure, Comedy",96.0,Nima Nourizadeh,,0,,,0,1,0,0,1
Aloha,2015,2015-05-29,21067116.0,5182904.0,26250020.0,37000000.0,-10749980.0,-0.29054,20.0,165.0,"Action & Adventure, Comedy",105.0,Cameron Crowe,Bradley Cooper Emma Stone Rachel McAdams Bill Murray John Krasinski,0,C,well_known,0,1,0,0,1
Wild City,2015,2015-07-31,34866.0,24782986.0,24817852.0,,,,50.0,8.0,"Action & Adventure, Art House & International, Mystery & Suspense, Science Fiction & Fantasy",104.0,Ringo Lam,,0,,,0,1,0,0,1
Captain America: Civil War,2016,2016-05-06,408084349.0,745211944.0,1153296293.0,250000000.0,903296293.0,3.613185172,91.0,414.0,"Action & Adventure, Science Fiction & Fantasy",146.0,Anthony Russo,Chris Evans Robert Downey Jr. Scarlett Johansson Sebastian Stan Anthony Mackie,0,A,well_known,0,1,0,0,1
Rogue One: A Star Wars Story,2016,2016-12-16,532177324.0,523879949.0,1056057273.0,,,,84.0,446.0,"Action & Adventure, Drama, Science Fiction & Fantasy",134.0,Gareth Edwards (V),,0,,,0,1,1,0,0
Finding Dory,2016,2016-06-17,486295561.0,542275328.0,1028570889.0,,,,94.0,329.0,Animation,103.0,"Andrew Stanton, Angus MacLane",,0,,,1,0,0,0,1
Zootopia,2016,2016-03-04,341268248.0,682515947.0,1023784195.0,,,,98.0,291.0,"Action & Adventure, Animation, Comedy",108.0,"Byron Howard, Rich Moore, Jared Bush",,0,,,1,0,0,0,1
The Jungle Book,2016,2016-04-15,364001123.0,602549477.0,966550600.0,175000000.0,791550600.0,4.523146285714286,94.0,323.0,"Action & Adventure, Kids & Family",105.0,Jon Favreau,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,0,A,well_known,0,1,0,0,1
The Secret Life of Pets,2016,2016-07-08,368623860.0,507073607.0,875697467.0,75000000.0,800697467.0,10.675966226666667,73.0,232.0,"Animation, Comedy",91.0,"Yarrow Cheney, Chris Renaud",Louis C.K. Eric Stonestreet Kevin Hart Jenny Slate Lake Bell,0,A,well_known,1,0,0,0,1
Batman v Superman: Dawn of Justice,2016,2016-03-23,330360194.0,544000000.0,874360194.0,250000000.0,624360194.0,2.497440776,28.0,423.0,"Action & Adventure, Science Fiction & Fantasy",153.0,Zack Snyder,Ben Affleck Henry Cavill Gal Gadot Amy Adams Jesse Eisenberg,0,A,well_known,0,1,1,1,0
Fantastic Beasts and Where to Find Them,2016,2016-11-18,234037575.0,582000000.0,816037575.0,,,,74.0,338.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",127.0,David Yates (II),,0,,,0,1,0,0,1
Deadpool,2016,2016-02-12,363070709.0,419541446.0,782612155.0,58000000.0,724612155.0,12.493313017241379,85.0,342.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",108.0,,Ryan Reynolds Morena Baccarin Ed Skrein T.J. Miller Gina Carano,0,A,well_known,0,1,0,0,1
Suicide Squad,2016,2016-08-05,325100054.0,424100000.0,749200054.0,175000000.0,574200054.0,3.2811431657142855,26.0,378.0,Action & Adventure,123.0,David Ayer,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,0,A,well_known,0,1,0,0,1
Doctor Strange,2016,2016-11-04,232641920.0,445076475.0,677718395.0,,,,89.0,373.0,"Action & Adventure, Science Fiction & Fantasy",115.0,Scott Derrickson,,0,,,0,1,0,0,1
Moana,2016,2016-11-23,248757044.0,394574067.0,643331111.0,,,,95.0,279.0,"Action & Adventure, Animation, Kids & Family",113.0,"Ron Clements, John Musker, Chris Williams (IX), Don Hall",,0,,,1,0,0,0,1
Sing,2016,2016-12-21,270395425.0,363756254.0,634151679.0,,,,72.0,183.0,"Animation, Comedy, Musical & Performing Arts",108.0,"Garth Jennings, Christophe Lourdelet",,0,,,1,0,0,0,1
X-Men: Apocalypse,2016,2016-05-27,155442489.0,388491616.0,543934105.0,178000000.0,365934105.0,2.0558095786516852,47.0,340.0,"Action & Adventure, Science Fiction & Fantasy",143.0,Bryan Singer,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,0,B,well_known,0,1,1,1,0
Kung Fu Panda 3,2016,2016-01-29,143528619.0,377642206.0,521170825.0,145000000.0,376170825.0,2.594281551724138,87.0,177.0,Animation,95.0,"Alessandro Carloni, Jennifer Yuh Nelson",Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons,0,B,well_known,1,0,0,1,0
La La Land,2016,2016-12-09,151101803.0,296305892.0,447407695.0,,,,91.0,458.0,"Comedy, Drama, Musical & Performing Arts",128.0,Damien Chazelle,,0,,,0,1,0,0,1
Warcraft,2016,2016-06-10,47365290.0,391683624.0,439048914.0,160000000.0,279048914.0,1.7440557125,28.0,231.0,"Action & Adventure, Science Fiction & Fantasy",123.0,Duncan Jones,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,0,B,well_known,0,1,0,0,1
Jason Bourne,2016,2016-07-29,162434410.0,253050504.0,415484914.0,120000000.0,295484914.0,2.4623742833333333,54.0,322.0,"Action & Adventure, Drama",123.0,Paul Greengrass,Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles,0,B,well_known,0,1,0,0,1
Ice Age: Collision Course,2016,2016-07-22,64063008.0,344516030.0,408579038.0,,,,18.0,118.0,"Animation, Kids & Family",94.0,Mike Thurmeier,,0,,,1,0,0,0,1
Independence Day: Resurgence,2016,2016-06-24,103144286.0,286537649.0,389681935.0,165000000.0,224681935.0,1.361708696969697,30.0,226.0,"Action & Adventure, Drama, Science Fiction & Fantasy",120.0,Roland Emmerich,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,0,B,well_known,0,1,0,0,1
The Legend of Tarzan,2016,2016-07-01,126643061.0,230600000.0,357243061.0,180000000.0,177243061.0,0.9846836722222222,36.0,253.0,Action & Adventure,110.0,David Yates (II),Alexander Skarsg\u00e5rd Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou,0,B,well_known,0,1,0,0,1
The Angry Birds Movie,2016,2016-05-20,107509366.0,244824563.0,352333929.0,73000000.0,279333929.0,3.8264921780821917,43.0,159.0,"Animation, Kids & Family",93.0,"Clay Kaytis, Fergal Reilly",Jason Sudeikis Josh Gad Danny McBride Maya Rudolph Bill Hader,0,B,well_known,1,0,0,0,1
Trolls,2016,2016-11-04,153856089.0,193157398.0,347013487.0,,,,76.0,162.0,"Animation, Kids & Family",88.0,"Mike Mitchell, Walt Dohrn",,0,,,1,0,0,0,1
Star Trek Beyond,2016,2016-07-22,158848340.0,184623476.0,343471816.0,185000000.0,158471816.0,0.8566044108108108,86.0,309.0,"Action & Adventure, Drama, Science Fiction & Fantasy",122.0,Justin Lin,Chris Pine Zachary Quinto Karl Urban Simon Pegg Zoe Saldana,0,B,well_known,0,1,0,0,1
Now You See Me 2,2016,2016-06-10,65075540.0,269822066.0,334897606.0,90000000.0,244897606.0,2.721084511111111,33.0,193.0,Mystery & Suspense,129.0,Jon M. Chu,Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan Freeman,0,B,well_known,0,1,0,1,0
The Conjuring 2,2016,2016-06-10,102470008.0,218900000.0,321370008.0,40000000.0,281370008.0,7.0342502,80.0,251.0,Horror,133.0,James Wan,Patrick Wilson Vera Farmiga Madison Wolfe Frances O'Connor Lauren Esposito,0,B,well_known,0,1,0,1,0
Passengers,2016,2016-12-21,100014699.0,203129453.0,303144152.0,,,,31.0,281.0,"Action & Adventure, Drama, Science Fiction & Fantasy",111.0,Morten Tyldum,,0,,,0,1,0,0,1
Alice Through the Looking Glass,2016,2016-05-27,77041381.0,222415643.0,299457024.0,170000000.0,129457024.0,0.761511905882353,29.0,254.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",113.0,James Bobin,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,0,B,well_known,0,1,0,0,1
Miss Peregrine's Home for Peculiar Children,2016,2016-09-30,87242834.0,209239612.0,296482446.0,,,,64.0,248.0,"Kids & Family, Science Fiction & Fantasy",121.0,Tim Burton,,0,,,0,1,0,0,1
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,2016-06-03,82051601.0,163572247.0,245623848.0,135000000.0,110623848.0,0.8194359111111111,37.0,171.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",107.0,Dave Green,Megan Fox Stephen Amell Will Arnett Laura Linney Pete Ploszek,0,B,well_known,0,1,0,0,1
Sully,2016,2016-09-09,125070033.0,118800000.0,243870033.0,,,,85.0,341.0,"Action & Adventure, Drama",96.0,Clint Eastwood,,0,,,0,1,0,0,1
Assassin's Creed,2016,2016-12-21,54647948.0,186049908.0,240697856.0,,,,18.0,221.0,"Action & Adventure, Drama",116.0,Justin Kurzel,,0,,,0,1,0,0,1
Ghostbusters,2016,2016-07-15,128350574.0,100796935.0,229147509.0,144000000.0,85147509.0,0.5913021458333333,74.0,384.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",117.0,,Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth,0,C,well_known,0,1,0,0,1
Inferno,2016,2016-10-28,34343574.0,185677685.0,220021259.0,,,,23.0,250.0,"Action & Adventure, Drama, Mystery & Suspense",116.0,Ron Howard,,0,,,0,1,0,0,1
Central Intelligence,2016,2016-06-17,127440871.0,89500000.0,216940871.0,50000000.0,166940871.0,3.33881742,71.0,187.0,"Action & Adventure, Comedy",107.0,Rawson Marshall Thurber,Dwayne Johnson Kevin Hart Amy Ryan Aaron Paul Danielle Nicolet,0,C,well_known,0,1,0,0,1
Bridget Jones's Baby,2016,2016-09-16,24252420.0,187700000.0,211952420.0,,,,78.0,209.0,"Comedy, Romance",122.0,Sharon Maguire,,0,,,0,1,0,0,1
Me Before You,2016,2016-06-03,56245075.0,152200000.0,208445075.0,20000000.0,188445075.0,9.42225375,54.0,178.0,Drama,110.0,Thea Sharrock,Emilia Clarke Sam Claflin Janet McTeer Charles Dance Brendan Coyle,0,C,well_known,0,1,0,0,1
London Has Fallen,2016,2016-03-04,62524260.0,143230187.0,205754447.0,60000000.0,145754447.0,2.4292407833333334,28.0,196.0,Action & Adventure,99.0,Babak Najafi,Gerard Butler Aaron Eckhart Morgan Freeman Angela Bassett Melissa Leo,0,C,well_known,0,1,0,0,1
Arrival,2016,2016-11-11,100546139.0,102842047.0,203388186.0,,,,94.0,426.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",116.0,Denis Villeneuve,,0,,,0,1,0,0,1
The BFG,2016,2016-07-01,55483770.0,139759641.0,195243411.0,140000000.0,55243411.0,0.39459579285714286,74.0,297.0,"Kids & Family, Science Fiction & Fantasy",115.0,Steven Spielberg,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,0,C,well_known,0,1,0,0,1
Bad Moms,2016,2016-07-29,113257297.0,70678777.0,183936074.0,20000000.0,163936074.0,8.1968037,58.0,169.0,Comedy,101.0,"Jon Lucas, Scott Moore",Mila Kunis Kristen Bell Kathryn Hahn Christina Applegate Jada Pinkett Smith,0,C,well_known,0,1,0,0,1
Storks,2016,2016-09-23,72679278.0,111000000.0,183679278.0,,,,66.0,138.0,"Animation, Comedy, Kids & Family",83.0,"Nicholas Stoller, Doug Sweetland",,0,,,1,0,0,0,1
Hacksaw Ridge,2016,2016-11-04,67209615.0,113354021.0,180563636.0,,,,84.0,277.0,"Action & Adventure, Drama",139.0,Mel Gibson,,0,,,0,1,0,0,1
Operation Mekong,2016,2016-09-30,800012.0,173039060.0,173839072.0,,,,80.0,10.0,"Action & Adventure, Drama",124.0,Dante Lam,,0,,,0,1,0,0,1
The Girl on the Train,2016,2016-10-07,75395035.0,97790824.0,173185859.0,,,,44.0,304.0,"Drama, Mystery & Suspense",112.0,Tate Taylor,,0,,,0,1,0,0,1
The Huntsman: Winter's War,2016,2016-04-22,48390190.0,116599148.0,164989338.0,115000000.0,49989338.0,0.4346898956521739,19.0,215.0,"Action & Adventure, Drama, Science Fiction & Fantasy",114.0,Cedric Nicolas-Troyan,Chris Hemsworth Charlize Theron Emily Blunt Jessica Chastain Nick Frost,0,C,well_known,0,1,0,0,1
The Magnificent Seven,2016,2016-09-23,93432655.0,68927981.0,162360636.0,,,,64.0,311.0,"Action & Adventure, Drama, Western",128.0,Antoine Fuqua,,0,,,0,1,0,0,1
Don't Breathe,2016,2016-08-26,89217875.0,68543127.0,157761002.0,,,,88.0,232.0,"Horror, Mystery & Suspense",88.0,"Fede Alvarez, Federico Álvarez",,0,,,0,1,0,0,1
The Accountant,2016,2016-10-14,86260045.0,69300000.0,155560045.0,,,,52.0,282.0,Drama,128.0,Gavin O'Connor,,0,,,0,1,0,0,1
Lights Out,2016,2016-07-22,67268835.0,82100000.0,149368835.0,4900000.0,144468835.0,29.483435714285715,76.0,176.0,Horror,77.0,David F. Sandberg,Teresa Palmer Maria Bello Gabriel Bateman Alexander DiPersia Alicia Vela-Bailey,0,C,well_known,0,1,0,0,1
Pete's Dragon,2016,2016-08-12,76233151.0,67462187.0,143695338.0,65000000.0,78695338.0,1.2106975076923077,88.0,241.0,Kids & Family,103.0,David Lowery,Bryce Dallas Howard Oakes Fegley Wes Bentley Karl Urban Oona Laurence,0,C,well_known,0,1,0,0,1
Sausage Party,2016,2016-08-12,97685686.0,43019636.0,140705322.0,19000000.0,121705322.0,6.405543263157894,82.0,233.0,"Animation, Comedy",89.0,"Conrad Vernon, Greg Tiernan",Seth Rogen Kristen Wiig Jonah Hill Bill Hader Michael Cera,0,C,well_known,1,0,0,0,1
Lion,2016,2016-11-25,51738905.0,88574023.0,140312928.0,,,,84.0,264.0,Drama,121.0,Garth Davis,,0,,,0,1,0,0,1
Skiptrace,2016,2016-09-02,0.0,136579287.0,136579287.0,,,,38.0,32.0,Action & Adventure,107.0,Renny Harlin,,0,,,0,1,0,0,1
Mechanic: Resurrection,2016,2016-08-26,21218403.0,104511232.0,125729635.0,,,,31.0,59.0,"Action & Adventure, Mystery & Suspense",99.0,Dennis Gansel,,0,,,0,1,0,0,1
Deepwater Horizon,2016,2016-09-30,61433527.0,60356846.0,121790373.0,,,,83.0,260.0,"Action & Adventure, Drama",107.0,Peter Berg,,0,,,0,1,0,0,1
Allied,2016,2016-11-23,40098064.0,79421959.0,119520023.0,,,,60.0,253.0,"Action & Adventure, Drama, Romance",119.0,Robert Zemeckis,,0,,,0,1,0,0,1
The Shallows,2016,2016-06-24,55124043.0,63976715.0,119100758.0,17000000.0,102100758.0,6.005926941176471,78.0,219.0,"Drama, Mystery & Suspense",87.0,Jaume Collet-Serra,Blake Lively \u00d3scar Jaenada Angelo Josue Lozano Corzo Jos\u00e9 Manuel Trujillo Salas Brett Cullen,0,C,well_known,0,1,0,0,1
The Purge: Election Year,2016,2016-07-01,79213375.0,39374505.0,118587880.0,10000000.0,108587880.0,10.858788,56.0,160.0,"Action & Adventure, Horror, Mystery & Suspense",109.0,James DeMonaco,Elizabeth Mitchell Frank Grillo Mykelti Williamson Edwin Hodge Raymond J. Barry,0,C,well_known,0,1,0,0,1
Why Him?,2016,2016-12-23,60323786.0,57778939.0,118102725.0,,,,39.0,155.0,Comedy,111.0,John Hamburg,,0,,,0,1,0,0,1
Office Christmas Party,2016,2016-12-09,54767494.0,59733805.0,114501299.0,,,,41.0,185.0,Comedy,105.0,"Will Speck, Josh Gordon",,0,,,0,1,0,0,1
How to Be Single,2016,2016-02-12,46843513.0,65700000.0,112543513.0,38000000.0,74543513.0,1.961671394736842,47.0,156.0,"Comedy, Romance",110.0,Christian Ditter,Dakota Johnson Rebel Wilson Alison Brie Nicholas Braun Damon Wayans Jr.,0,C,well_known,0,1,0,0,1
10 Cloverfield Lane,2016,2016-03-11,72082998.0,38134000.0,110216998.0,15000000.0,95216998.0,6.347799866666667,90.0,309.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",103.0,Dan Trachtenberg,Mary Elizabeth Winstead John Goodman John Gallagher Jr. Bradley Cooper Douglas M. Griffin,0,C,well_known,0,1,0,1,0
Neighbors 2: Sorority Rising,2016,2016-05-20,55455765.0,52551344.0,108007109.0,35000000.0,73007109.0,2.0859174,64.0,204.0,Comedy,92.0,Nicholas Stoller,Seth Rogen Rose Byrne Zac Efron Chlo\u00eb Grace Moretz Kiersey Clemons,0,C,well_known,0,1,0,1,0
Cold War 2,2016,2016-07-08,560824.0,102636677.0,103197501.0,,,,56.0,9.0,"Action & Adventure, Mystery & Suspense",114.0,"Sunny Luk, Longman Leung",,0,,,0,1,0,1,0
Dirty Grandpa,2016,2016-01-22,35593113.0,58479915.0,94073028.0,11500000.0,82573028.0,7.180263304347826,11.0,135.0,Comedy,102.0,Dan Mazer,Zac Efron Robert De Niro Julianne Hough Aubrey Plaza Dermot Mulroney,0,C,well_known,0,1,0,0,1
Ben-Hur,2016,2016-08-19,26410477.0,67650834.0,94061311.0,100000000.0,-5938689.0,-0.05938689,25.0,190.0,"Classics, Drama",125.0,,Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet Zurer,0,C,well_known,0,1,0,0,1
Money Monster,2016,2016-05-13,41012075.0,52270529.0,93282604.0,27000000.0,66282604.0,2.4549112592592595,59.0,279.0,Drama,98.0,Jodie Foster,George Clooney Julia Roberts Jack O'Connell Caitriona Balfe Dominic West,0,C,well_known,0,1,0,0,1
My Big Fat Greek Wedding 2,2016,2016-03-25,59689605.0,30943036.0,90632641.0,18000000.0,72632641.0,4.035146722222223,27.0,175.0,Comedy,94.0,Kirk Jones,John Corbett Elena Kampouris Nia Vardalos Ian Gomez John Stamos,0,C,well_known,0,1,0,1,0
Collateral Beauty,2016,2016-12-16,31016021.0,57600000.0,88616021.0,,,,14.0,184.0,Drama,97.0,David Frankel,,0,,,0,1,0,0,1
War Dogs,2016,2016-08-19,43034523.0,43400000.0,86434523.0,,,,61.0,229.0,"Comedy, Drama",114.0,Todd Phillips,,0,,,0,1,0,0,1
Nerve,2016,2016-07-27,38583626.0,46667799.0,85251425.0,20000000.0,65251425.0,3.26257125,67.0,138.0,Mystery & Suspense,96.0,"Ariel Schulman, Henry Joost",Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis,0,C,well_known,0,1,0,0,1
Ouija: Origin of Evil,2016,2016-10-21,35144505.0,46561241.0,81705746.0,,,,82.0,121.0,"Horror, Mystery & Suspense",99.0,Mike Flanagan,,0,,,0,1,0,0,1
Manchester by the Sea,2016,2016-12-16,47695371.0,31292777.0,78988148.0,,,,96.0,347.0,Drama,137.0,Kenneth Lonergan,,0,,,0,1,0,0,1
The Boss,2016,2016-04-08,63285885.0,15558697.0,78844582.0,29000000.0,49844582.0,1.7187786896551724,21.0,193.0,Comedy,99.0,Ben Falcone,Melissa McCarthy Peter Dinklage Kristen Bell Kathy Bates Kristen Schaal,0,C,well_known,0,1,0,0,1
Mike and Dave Need Wedding Dates,2016,2016-07-08,46009673.0,31058573.0,77068246.0,,,,38.0,170.0,Comedy,98.0,Jake Szymanski,,0,,,0,1,0,0,1
Kubo and the Two Strings,2016,2016-08-19,48023088.0,28226350.0,76249438.0,,,,97.0,219.0,"Action & Adventure, Animation, Science Fiction & Fantasy",102.0,,,0,,,1,0,0,0,1
Miracles from Heaven,2016,2016-03-16,61705123.0,12277880.0,73983003.0,16000000.0,57983003.0,3.6239376875,45.0,93.0,Drama,109.0,Patricia Riggen,Jennifer Garner Kylie Rogers Martin Henderson Brighton Sharbino Courtney Fansler,0,C,well_known,0,1,0,0,1
The Nice Guys,2016,2016-05-20,36261763.0,35000000.0,71261763.0,,,,92.0,313.0,"Comedy, Drama",116.0,Shane Black,,0,,,0,1,0,0,1
Moonlight,2016,2016-10-21,27854932.0,37317679.0,65172611.0,,,,98.0,384.0,Drama,111.0,Barry Jenkins (III),,0,,,0,1,0,0,1
Fences,2016,2016-12-25,57682904.0,6731857.0,64414761.0,,,,92.0,265.0,Drama,133.0,Denzel Washington,,0,,,0,1,0,0,1
"Hail, Caesar!",2016,2016-02-05,30498085.0,33149571.0,63647656.0,22000000.0,41647656.0,1.8930752727272728,85.0,358.0,Comedy,106.0,"Joel Coen, Ethan Coen",Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,0,C,well_known,0,1,0,0,1
Nine Lives,2016,2016-08-05,19700032.0,38114413.0,57814445.0,,,,14.0,72.0,Comedy,89.0,Barry Sonnenfeld,,0,,,0,1,0,0,1
Zoolander 2,2016,2016-02-12,28848693.0,27874000.0,56722693.0,50000000.0,6722693.0,0.13445386,22.0,232.0,Comedy,102.0,Ben Stiller,Ben Stiller Owen Wilson Will Ferrell Pen\u00e9lope Cruz Kristen Wiig,0,C,well_known,0,1,0,1,0
Barbershop: The Next Cut,2016,2016-04-15,54030051.0,1600000.0,55630051.0,,,,90.0,93.0,Comedy,112.0,Malcolm D. Lee,,0,,,0,1,0,0,1
The Finest Hours,2016,2016-01-29,27569558.0,24529532.0,52099090.0,80000000.0,-27900910.0,-0.348761375,63.0,197.0,"Action & Adventure, Drama, Mystery & Suspense",116.0,Craig Gillespie,Chris Pine Casey Affleck Ben Foster Eric Bana Holliday Grainger,0,C,well_known,0,1,0,0,1
Florence Foster Jenkins,2016,2016-08-12,27383770.0,21519183.0,48902953.0,29000000.0,19902953.0,0.686308724137931,87.0,229.0,"Comedy, Drama, Musical & Performing Arts",110.0,Stephen Frears,Meryl Streep Hugh Grant Rebecca Ferguson Simon Helberg Nina Arianda,0,C,well_known,0,1,0,0,1
Mother's Day,2016,2016-04-29,32492859.0,16289811.0,48782670.0,,,,8.0,158.0,"Comedy, Drama",118.0,Garry Marshall,,0,,,0,1,0,0,1
Risen,2016,2016-02-19,36880033.0,9552546.0,46432579.0,20000000.0,26432579.0,1.32162895,53.0,130.0,"Action & Adventure, Drama",108.0,Kevin Reynolds,Tom Felton Cliff Curtis Joseph Fiennes Peter Firth Mark Killeen,0,C,well_known,0,1,0,0,1
Eddie the Eagle,2016,2016-02-26,15789389.0,30363411.0,46152800.0,23000000.0,23152800.0,1.0066434782608695,82.0,199.0,Drama,105.0,Dexter Fletcher,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd Pettersen,0,C,well_known,0,1,0,0,1
Blair Witch,2016,2016-09-16,20777061.0,24396093.0,45173154.0,,,,37.0,219.0,Horror,89.0,Adam Wingard,,0,,,0,1,0,0,1
Café Society,2016,2016-07-15,11103205.0,32660042.0,43763247.0,,,,71.0,253.0,"Comedy, Romance",96.0,Woody Allen,,0,,,0,1,0,0,1
Almost Christmas,2016,2016-11-11,42158780.0,422140.0,42580920.0,,,,49.0,69.0,Comedy,112.0,David E. Talbert,,0,,,0,1,0,0,1
The Witch,2016,2016-04-01,25138705.0,15285240.0,40423945.0,3500000.0,36923945.0,10.549698571428571,90.0,325.0,Horror,92.0,Robert Eggers,Anya Taylor-Joy Ralph Ineson Kate Dickie Harvey Scrimshaw Ellie Grainger,0,C,well_known,0,1,0,0,1
The Wild Life,2016,2016-09-09,8005586.0,32069860.0,40075446.0,,,,17.0,58.0,"Action & Adventure, Animation, Comedy",90.0,Vincent Kesteloot,,0,,,1,0,0,0,1
The Forest,2016,2016-01-08,26594261.0,13117739.0,39712000.0,10000000.0,29712000.0,2.9712,10.0,137.0,"Drama, Horror",93.0,Jason Zada,Natalie Dormer Taylor Kinney Yukiyoshi Ozawa Eoin Macken Rina Takasaki,0,C,well_known,0,1,0,0,1
Absolutely Fabulous: The Movie,2016,2016-07-22,4772155.0,34446954.0,39219109.0,,,,58.0,151.0,Comedy,86.0,Mandie Fletcher,,0,,,0,1,0,0,1
Hell or High Water,2016,2016-08-12,27007844.0,10872033.0,37879877.0,,,,97.0,280.0,"Drama, Mystery & Suspense",97.0,David Mackenzie,,0,,,0,1,0,0,1
